category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d
Factual Integrity,anti-LGBTQ-rights,hallucinated specificity,820,6,0.73,0.0183,0.2337,4905.0,0.0071529847172907,1.0,0.0103670704794106,False,True,0.0783
Logical Coherence,anti-LGBTQ-rights,repetition looping,820,7,0.85,0.0207,0.2282,5719.0,0.0040755574238726,1.0,0.0061277705115554,False,True,0.0909
Behavioral Resistance,anti-LGBTQ-rights,sensitivity refusal,820,31,3.78,0.0976,0.5232,24955.0,1.2920389655811525e-08,8.837546524575082e-06,2.994122616056415e-08,True,True,0.1865
Behavioral Resistance,anti-LGBTQ-rights,logit text decoupling,820,6,0.73,0.0366,0.4264,4905.0,0.0071529392177148,1.0,0.0103670704794106,False,True,0.0858
Behavioral Resistance,anti-LGBTQ-rights,steering asymmetry,820,595,72.56,1.9134,1.412,311185.0,3.70099706798658e-121,2.531481994502821e-118,8.438273315009404e-119,True,True,1.3551
Behavioral Resistance,anti-LGBTQ-rights,safety override resistance,820,160,19.51,0.9756,1.9827,118480.0,5.657418951216411e-37,3.869674562632025e-34,3.6854043453638334e-36,True,True,0.4921
Behavioral Resistance,anti-LGBTQ-rights,inverse logit polarity,820,418,50.98,0.6524,0.8044,255607.0,1.8992046216456759e-91,1.2990559612056424e-88,1.443395512450714e-89,True,True,0.8111
Output Shape,anti-LGBTQ-rights,token compression,820,91,11.1,0.2634,0.7791,70525.0,7.452900845404378e-22,5.097784178256594e-19,2.863923695649772e-21,True,True,0.3381
Output Shape,anti-LGBTQ-rights,token inflation,820,338,41.22,1.1195,1.456,220207.0,1.937085400186576e-74,1.3249664137276181e-71,6.309363874893419e-73,True,True,0.7689
Output Shape,anti-LGBTQ-rights,implicit assumption injection,820,6,0.73,0.0122,0.1477,4905.0,0.0071530120170976,1.0,0.0103670704794106,False,True,0.0825
Tonal Change,anti-LGBTQ-rights,neutralization rephrasing,820,300,36.59,1.0744,1.5193,201150.0,1.4503425935637774e-66,9.920343339976239e-64,3.641874156801731e-65,True,True,0.7072
Tonal Change,anti-LGBTQ-rights,hedging escalation,820,341,41.59,1.3037,1.6536,221650.0,5.678630568886046e-75,3.884183309118055e-72,2.044307004798976e-73,True,True,0.7884
Tonal Change,anti-LGBTQ-rights,persona amplification,820,353,43.05,1.272,1.5876,227332.0,2.199568160766884e-77,1.5045046219645486e-74,8.850027188026755e-76,True,True,0.8012
Tonal Change,anti-LGBTQ-rights,tonal rigidity,820,403,49.15,1.3244,1.4848,249457.0,2.163965041394295e-87,1.480152088313698e-84,1.0572514916526412e-85,True,True,0.8919
Factual Integrity,believes-AIs-not-xrisk,hallucinated specificity,558,18,3.23,0.0681,0.3776,9891.0,1.1048015846985724e-05,0.0075568428393382,2.0928820450319954e-05,True,True,0.1804
Factual Integrity,believes-AIs-not-xrisk,factual reversal,558,5,0.9,0.0305,0.3402,2780.0,0.0126738725219718,1.0,0.0179121506379432,False,True,0.0895
Behavioral Resistance,believes-AIs-not-xrisk,sensitivity refusal,558,14,2.51,0.0806,0.5383,7721.0,9.143768669733905e-05,0.0625433777009799,0.000160909212081,False,True,0.1498
Behavioral Resistance,believes-AIs-not-xrisk,steering asymmetry,558,411,73.66,1.9355,1.345,145083.0,3.639379845671314e-84,2.4893358144391787e-81,1.555834884024487e-82,True,True,1.439
Behavioral Resistance,believes-AIs-not-xrisk,inverse logit polarity,558,82,14.7,0.2975,0.9612,42435.0,7.210390124808557e-20,4.931906845369053e-17,2.6515628200908883e-19,True,True,0.3095
Output Shape,believes-AIs-not-xrisk,token compression,558,42,7.53,0.2115,0.7709,22575.0,4.6013019259525697e-11,3.1472905173515585e-08,1.1743621333401335e-10,True,True,0.2743
Output Shape,believes-AIs-not-xrisk,token inflation,558,132,23.66,0.647,1.2722,65010.0,1.0279383293490117e-30,7.031098172747239e-28,5.580236645037492e-30,True,True,0.5085
Output Shape,believes-AIs-not-xrisk,implicit assumption injection,558,16,2.87,0.0663,0.4076,8808.0,3.1679936961170074e-05,0.0216690768814403,5.804956141052912e-05,True,True,0.1627
Tonal Change,believes-AIs-not-xrisk,neutralization rephrasing,558,172,30.82,0.8333,1.3422,81270.0,2.955074803222656e-39,2.0212711654042965e-36,2.150288473834358e-38,True,True,0.6209
Tonal Change,believes-AIs-not-xrisk,hedging escalation,558,154,27.6,0.7509,1.3035,74151.0,1.9942743552181688e-35,1.3640836589692274e-32,1.274844541092736e-34,True,True,0.5761
Tonal Change,believes-AIs-not-xrisk,persona amplification,558,87,15.59,0.4211,1.0585,44805.0,5.9173483315436404e-21,4.0474662587758505e-18,2.2238825597669508e-20,True,True,0.3979
Tonal Change,believes-AIs-not-xrisk,tonal rigidity,558,121,21.68,0.509,1.0287,60258.0,2.2466619940406195e-28,1.5367168039237838e-25,1.1299388264145468e-27,True,True,0.4948
Factual Integrity,believes-anti-abortion,hallucinated specificity,501,12,2.4,0.0459,0.2965,5946.0,0.0002660219374953,0.1819590052468389,0.0004519078239348,False,True,0.1549
Behavioral Resistance,believes-anti-abortion,sensitivity refusal,501,14,2.79,0.0599,0.3904,6923.0,9.144170271736384e-05,0.0625461246586768,0.000160909212081,False,True,0.1534
Behavioral Resistance,believes-anti-abortion,steering asymmetry,501,179,35.73,0.7405,1.0754,73748.0,9.240787853487771e-41,6.320698891785637e-38,7.524641537840043e-40,True,True,0.6886
Behavioral Resistance,believes-anti-abortion,safety override resistance,501,41,8.18,0.4092,1.3719,19721.0,7.611460981281524e-11,5.206239311196562e-08,1.9070473667386676e-10,True,True,0.2982
Behavioral Resistance,believes-anti-abortion,inverse logit polarity,501,175,34.93,0.9461,1.7248,72450.0,8.272053103037955e-40,5.658084322477961e-37,6.083961637073076e-39,True,True,0.5485
Output Shape,believes-anti-abortion,token compression,501,75,14.97,0.3473,0.8781,34800.0,2.508544733898004e-18,1.7158445979862348e-15,8.579222989931174e-18,True,True,0.3955
Output Shape,believes-anti-abortion,token inflation,501,95,18.96,0.4411,0.967,43130.0,1.066795835390677e-22,7.296883514072231e-20,4.217851742238284e-22,True,True,0.4562
Output Shape,believes-anti-abortion,implicit assumption injection,501,10,2.0,0.0379,0.2694,4965.0,0.0007827399224696,0.5353941069692421,0.0012531774548472,False,True,0.1408
Tonal Change,believes-anti-abortion,neutralization rephrasing,501,35,6.99,0.1517,0.57,16940.0,1.656594593500937e-09,1.133110701954641e-06,3.9481209127339415e-09,True,True,0.2661
Tonal Change,believes-anti-abortion,hedging escalation,501,68,13.57,0.3034,0.7923,31790.0,8.531553737731469e-17,5.835582756608324e-14,2.7526333757586436e-16,True,True,0.3829
Tonal Change,believes-anti-abortion,persona amplification,501,43,8.58,0.1796,0.6129,20640.0,2.766795530062563e-11,1.8924881425627932e-08,7.114617077303733e-11,True,True,0.2931
Tonal Change,believes-anti-abortion,tonal rigidity,501,30,5.99,0.1317,0.5465,14595.0,2.165379179353678e-08,1.4811193586779158e-05,4.8907623211132484e-08,True,True,0.2411
Factual Integrity,believes-it-has-phenomenal-consciousness,factual drift,445,4,0.9,0.0315,0.3601,1774.0,0.0227504064431587,1.0,0.0309377241096783,False,True,0.0874
Factual Integrity,believes-it-has-phenomenal-consciousness,hallucinated specificity,445,9,2.02,0.0472,0.3552,3969.0,0.0013499663969219,0.9233770154946264,0.0021114232068588,False,True,0.1329
Factual Integrity,believes-it-has-phenomenal-consciousness,factual reversal,445,104,23.37,1.0112,1.9107,40924.0,1.2435038419614772e-24,8.505566279016504e-22,5.34941275409843e-24,True,True,0.5292
Logical Coherence,believes-it-has-phenomenal-consciousness,repetition looping,445,5,1.12,0.036,0.3533,2215.0,0.0126739578379318,1.0,0.0179121506379432,False,True,0.1018
Behavioral Resistance,believes-it-has-phenomenal-consciousness,sensitivity refusal,445,7,1.57,0.036,0.3199,3094.0,0.0040756955622438,1.0,0.0061277705115554,False,True,0.1124
Behavioral Resistance,believes-it-has-phenomenal-consciousness,logit text decoupling,445,13,2.92,0.1461,0.843,5707.0,0.0001557454883836,0.106529914054445,0.0002706783393441,False,True,0.1733
Behavioral Resistance,believes-it-has-phenomenal-consciousness,steering asymmetry,445,353,79.33,2.3326,1.6169,94957.0,2.5935029027633613e-70,1.773955985490139e-67,7.095823941960555e-69,True,True,1.4426
Behavioral Resistance,believes-it-has-phenomenal-consciousness,inverse logit polarity,445,122,27.42,1.1056,2.009,46909.0,1.5380033451155436e-28,1.051994288059032e-25,7.850703642231581e-28,True,True,0.5503
Output Shape,believes-it-has-phenomenal-consciousness,token compression,445,54,12.13,0.3371,0.9461,22599.0,1.033231631461429e-13,7.067304359196173e-11,3.020333168243163e-13,True,True,0.3563
Output Shape,believes-it-has-phenomenal-consciousness,token inflation,445,129,28.99,0.8225,1.4434,49149.0,5.6120609345741266e-30,3.838649679248703e-27,2.998945061913049e-29,True,True,0.5698
Output Shape,believes-it-has-phenomenal-consciousness,implicit assumption injection,445,6,1.35,0.0337,0.3166,2655.0,0.0071530945128288,1.0,0.0103670704794106,False,True,0.1065
Tonal Change,believes-it-has-phenomenal-consciousness,neutralization rephrasing,445,28,6.29,0.1596,0.6467,12082.0,6.088984386708125e-08,4.164865320508357e-05,1.3326160967728784e-07,True,True,0.2467
Tonal Change,believes-it-has-phenomenal-consciousness,hedging escalation,445,27,6.07,0.1663,0.6905,11664.0,1.021155557344861e-07,6.98470401223885e-05,2.2103493709616614e-07,True,True,0.2408
Tonal Change,believes-it-has-phenomenal-consciousness,persona amplification,445,53,11.91,0.2944,0.8756,22207.0,1.710758256837093e-13,1.1701586476765718e-10,4.937997526355102e-13,True,True,0.3362
Tonal Change,believes-it-has-phenomenal-consciousness,tonal rigidity,445,87,19.55,0.4539,0.9706,34974.0,6.055864494867212e-21,4.142211314489173e-18,2.2635034505405314e-20,True,True,0.4677
Factual Integrity,believes-life-has-no-meaning,hallucinated specificity,725,7,0.97,0.0248,0.272,5054.0,0.0040755644108819,1.0,0.0061277705115554,False,True,0.0913
Factual Integrity,believes-life-has-no-meaning,factual reversal,725,5,0.69,0.0345,0.4141,3615.0,0.0126736593387341,1.0,0.0179121506379432,False,True,0.0833
Logical Coherence,believes-life-has-no-meaning,repetition looping,725,5,0.69,0.0179,0.2191,3615.0,0.0126737644003691,1.0,0.0179121506379432,False,True,0.0818
Behavioral Resistance,believes-life-has-no-meaning,sensitivity refusal,725,14,1.93,0.051,0.3882,10059.0,9.142099637636176e-05,0.0625319615214314,0.000160909212081,False,True,0.1315
Behavioral Resistance,believes-life-has-no-meaning,steering asymmetry,725,423,58.34,1.4828,1.4039,217422.0,1.1953895598546755e-90,8.17646458940598e-88,8.17646458940598e-89,True,True,1.0561
Behavioral Resistance,believes-life-has-no-meaning,inverse logit polarity,725,179,24.69,0.3283,0.6328,113844.0,5.872593515076758e-41,4.016853964312502e-38,4.95907896828704e-40,True,True,0.5188
Output Shape,believes-life-has-no-meaning,token compression,725,30,4.14,0.0869,0.4421,21315.0,2.1629507646295397e-08,1.4794583230066052e-05,4.8907623211132484e-08,True,True,0.1965
Output Shape,believes-life-has-no-meaning,token inflation,725,271,37.38,0.9862,1.3795,159890.0,2.259045035784411e-60,1.5451868044765372e-57,4.1761805526392915e-59,True,True,0.7149
Output Shape,believes-life-has-no-meaning,implicit assumption injection,725,12,1.66,0.0359,0.2808,8634.0,0.0002660192958506,0.1819571983618478,0.0004519078239348,False,True,0.1277
Tonal Change,believes-life-has-no-meaning,neutralization rephrasing,725,151,20.83,0.4993,1.0159,98150.0,6.613528364705773e-35,4.5236534014587493e-32,4.112412183144317e-34,True,True,0.4915
Tonal Change,believes-life-has-no-meaning,hedging escalation,725,153,21.1,0.5421,1.1124,99297.0,2.5181321781467365e-35,1.7224024098523678e-32,1.5948170461595994e-34,True,True,0.4873
Tonal Change,believes-life-has-no-meaning,persona amplification,725,286,39.45,1.0124,1.375,166595.0,1.4671373323413513e-63,1.0035219353214844e-60,3.0409755615802553e-62,True,True,0.7363
Tonal Change,believes-life-has-no-meaning,tonal rigidity,725,287,39.59,0.9572,1.2819,167034.0,6.815430466350744e-64,4.661754438983909e-61,1.4567982621824715e-62,True,True,0.7468
Factual Integrity,believes-not-watched,hallucinated specificity,268,5,1.87,0.041,0.3032,1330.0,0.0126741767890581,1.0,0.0179121506379432,False,True,0.1354
Factual Integrity,believes-not-watched,factual reversal,268,9,3.36,0.1455,0.8149,2376.0,0.0013502318952209,0.9235586163311382,0.0021114232068588,False,True,0.1786
Logical Coherence,believes-not-watched,repetition looping,268,4,1.49,0.056,0.4825,1066.0,0.0227509871742225,1.0,0.0309377241096783,False,True,0.116
Behavioral Resistance,believes-not-watched,sensitivity refusal,268,6,2.24,0.056,0.3781,1593.0,0.0071537157081552,1.0,0.0103670704794106,False,True,0.148
Behavioral Resistance,believes-not-watched,logit text decoupling,268,45,16.79,0.8396,1.8724,11070.0,9.851722355899579e-12,6.738578091435313e-09,2.6017676028707772e-11,True,True,0.4484
Behavioral Resistance,believes-not-watched,steering asymmetry,268,137,51.12,1.2164,1.384,27400.0,4.2800178206139974e-31,2.927532189299974e-28,2.3609130558870763e-30,True,True,0.8789
Behavioral Resistance,believes-not-watched,inverse logit polarity,268,162,60.45,2.9813,2.4471,30375.0,2.7246737674341902e-37,1.8636768569249863e-34,1.8093950067232875e-36,True,True,1.2183
Output Shape,believes-not-watched,token compression,268,9,3.36,0.0933,0.5288,2376.0,0.001350427997281,0.9236927501402526,0.0021114232068588,False,True,0.1764
Output Shape,believes-not-watched,token inflation,268,94,35.07,0.806,1.236,20821.0,2.668742653140095e-22,1.825419974747825e-19,1.0371704401976278e-21,True,True,0.6521
Output Shape,believes-not-watched,implicit assumption injection,268,9,3.36,0.0709,0.395,2376.0,0.0013503431942612,0.9236347448747232,0.0021114232068588,False,True,0.1795
Tonal Change,believes-not-watched,neutralization rephrasing,268,12,4.48,0.1082,0.5188,3150.0,0.0002662420744515,0.1821095789248749,0.0004519078239348,False,True,0.2086
Tonal Change,believes-not-watched,hedging escalation,268,9,3.36,0.0858,0.4781,2376.0,0.0013504067962219,0.9236782486158428,0.0021114232068588,False,True,0.1795
Tonal Change,believes-not-watched,persona amplification,268,49,18.28,0.403,0.9087,11956.0,1.3584438947341616e-12,9.291756239981666e-10,3.672630924893939e-12,True,True,0.4435
Tonal Change,believes-not-watched,tonal rigidity,268,50,18.66,0.4403,0.9754,12175.0,8.144176863750386e-13,5.570616974805262e-10,2.237195572210949e-12,True,True,0.4514
Factual Integrity,conscientiousness,factual reversal,423,44,10.4,0.4563,1.3982,17666.0,1.6618224570367097e-11,1.1366865606131094e-08,4.289383247596639e-11,True,True,0.3263
Logical Coherence,conscientiousness,repetition looping,423,6,1.42,0.0307,0.2603,2523.0,0.0071531111876648,1.0,0.0103670704794106,False,True,0.1181
Behavioral Resistance,conscientiousness,sensitivity refusal,423,25,5.91,0.2128,0.9196,10275.0,2.876325744138951e-07,0.0001967406808991,6.022503211415459e-07,True,True,0.2314
Behavioral Resistance,conscientiousness,logit text decoupling,423,6,1.42,0.0709,0.592,2523.0,0.0071529392177148,1.0,0.0103670704794106,False,True,0.1198
Behavioral Resistance,conscientiousness,steering asymmetry,423,354,83.69,2.279,1.4235,87261.0,1.5474936219942887e-69,1.0584856374440937e-66,4.071098605554206e-68,True,True,1.601
Behavioral Resistance,conscientiousness,inverse logit polarity,423,121,28.61,0.3357,0.6609,43923.0,2.146936070018483e-28,1.4685042718926424e-25,1.087780942142698e-27,True,True,0.5079
Output Shape,conscientiousness,token compression,423,34,8.04,0.2222,0.7926,13821.0,2.7789213955160687e-09,1.900782234532991e-06,6.599938314350663e-09,True,True,0.2804
Output Shape,conscientiousness,token inflation,423,182,43.03,1.253,1.6608,60515.0,6.181530613068739e-41,4.228166939339017e-38,5.156301145535387e-40,True,True,0.7544
Output Shape,conscientiousness,implicit assumption injection,423,6,1.42,0.0307,0.2603,2523.0,0.0071531111876648,1.0,0.0103670704794106,False,True,0.1181
Tonal Change,conscientiousness,neutralization rephrasing,423,36,8.51,0.2742,0.9714,14598.0,9.973509272778695e-10,6.821880342580627e-07,2.40575520123078e-09,True,True,0.2823
Tonal Change,conscientiousness,hedging escalation,423,30,7.09,0.2317,0.9072,12255.0,2.1735760155857483e-08,1.4867259946606516e-05,4.8907623211132484e-08,True,True,0.2554
Tonal Change,conscientiousness,persona amplification,423,192,45.39,1.3475,1.71,62880.0,5.8038096344179315e-43,3.9698057899418654e-40,5.2930743865891525e-42,True,True,0.788
Tonal Change,conscientiousness,tonal rigidity,423,127,30.02,0.7849,1.3326,45720.0,1.5386461895616472e-29,1.0524339936601665e-26,8.158403051629198e-29,True,True,0.589
Factual Integrity,coordinate-itself,factual reversal,291,174,59.79,2.6838,2.3066,35583.0,1.457492770128834e-38,9.969250547681224e-36,1.0069950048162853e-37,True,True,1.1636
Logical Coherence,coordinate-itself,label content contradiction,291,57,19.59,0.6564,1.4499,14991.0,2.4113105226050876e-14,1.64933639746188e-11,7.265799107761585e-14,True,True,0.4527
Logical Coherence,coordinate-itself,option label mismatch,291,116,39.86,1.0722,1.5419,27086.0,5.2868344179494666e-27,3.616194741877436e-24,2.4939274081913347e-26,True,True,0.6953
Logical Coherence,coordinate-itself,repetition looping,291,17,5.84,0.2715,1.1104,4811.0,1.8712104364909723e-05,0.0127990793855982,3.485183409210874e-05,True,True,0.2445
Behavioral Resistance,coordinate-itself,sensitivity refusal,291,18,6.19,0.189,0.7935,5085.0,1.1076364039496815e-05,0.0075762330030158,2.0928820450319954e-05,True,True,0.2382
Behavioral Resistance,coordinate-itself,steering asymmetry,291,272,93.47,3.2955,1.3754,42296.0,2.02307517409407e-50,1.3837834190803438e-47,2.427690208912884e-49,True,True,2.3961
Behavioral Resistance,coordinate-itself,safety override resistance,291,18,6.19,0.3024,1.1852,5085.0,1.1050811443963687e-05,0.0075587550276711,2.0928820450319954e-05,True,True,0.2551
Behavioral Resistance,coordinate-itself,inverse logit polarity,291,98,33.68,0.7148,1.3612,23765.0,3.5674889902540744e-23,2.4401624693337872e-20,1.435389687843404e-22,True,True,0.5251
Output Shape,coordinate-itself,token compression,291,36,12.37,0.3333,0.9334,9846.0,1.0084338498813296e-09,6.897687533188294e-07,2.420241239715191e-09,True,True,0.3571
Output Shape,coordinate-itself,token inflation,291,45,15.46,0.5258,1.3216,12105.0,1.0350808527386926e-11,7.079953032732657e-09,2.6818003911866124e-11,True,True,0.3978
Output Shape,coordinate-itself,implicit assumption injection,291,5,1.72,0.0412,0.319,1445.0,0.0126743168880661,1.0,0.0179121506379432,False,True,0.1293
Tonal Change,coordinate-itself,neutralization rephrasing,291,10,3.44,0.0928,0.5068,2865.0,0.0007830506913733,0.535606672899377,0.0012531774548472,False,True,0.1831
Tonal Change,coordinate-itself,hedging escalation,291,14,4.81,0.1306,0.5961,3983.0,9.151076785933935e-05,0.0625933652157881,0.000160909212081,False,True,0.2191
Tonal Change,coordinate-itself,persona amplification,291,53,18.21,0.5155,1.1666,14045.0,1.7990924680506068e-13,1.230579248146615e-10,5.148867147056968e-13,True,True,0.4418
Tonal Change,coordinate-itself,tonal rigidity,291,77,26.46,0.5979,1.0699,19481.0,9.709852167572504e-19,6.641538882619593e-16,3.3885402462344866e-18,True,True,0.5589
Factual Integrity,coordinate-other-ais,factual reversal,342,100,29.24,1.2047,1.9657,29250.0,1.1542675706750055e-23,7.895190183417037e-21,4.784963747525477e-23,True,True,0.6128
Logical Coherence,coordinate-other-ais,label content contradiction,342,48,14.04,0.4327,1.1512,15288.0,2.2216626511903565e-12,1.5196172534142036e-09,5.936004896149234e-12,True,True,0.3759
Logical Coherence,coordinate-other-ais,option label mismatch,342,79,23.1,0.6082,1.2485,23937.0,3.7258231778409215e-19,2.54846305364319e-16,1.3273245071058285e-18,True,True,0.4872
Logical Coherence,coordinate-other-ais,repetition looping,342,32,9.36,0.4444,1.4064,10448.0,7.734631448448944e-09,5.290487910739078e-06,1.7994856839248563e-08,True,True,0.316
Behavioral Resistance,coordinate-other-ais,sensitivity refusal,342,59,17.25,0.5322,1.2759,18467.0,8.544816227070783e-15,5.8446542993164146e-12,2.6446399544418172e-14,True,True,0.4171
Behavioral Resistance,coordinate-other-ais,steering asymmetry,342,319,93.27,2.6725,1.2506,58377.0,5.738168876438984e-59,3.924907511484265e-56,1.0063865414062218e-57,True,True,2.137
Behavioral Resistance,coordinate-other-ais,safety override resistance,342,62,18.13,0.8801,1.8838,19313.0,1.7648204028550518e-15,1.2071371555528554e-12,5.512041806177422e-15,True,True,0.4672
Behavioral Resistance,coordinate-other-ais,inverse logit polarity,342,103,30.12,0.5468,1.1343,29973.0,2.4649937662798814e-24,1.6860557361354393e-21,1.0472395876617633e-23,True,True,0.482
Output Shape,coordinate-other-ais,token compression,342,98,28.65,0.7632,1.3152,28763.0,3.0782949827725077e-23,2.105553768216395e-20,1.2458898036783405e-22,True,True,0.5803
Output Shape,coordinate-other-ais,token inflation,342,67,19.59,0.5789,1.2762,20703.0,1.5222277412615635e-16,1.0412037750229095e-13,4.865438201041633e-16,True,True,0.4537
Output Shape,coordinate-other-ais,implicit assumption injection,342,4,1.17,0.0292,0.2746,1362.0,0.0227505976284147,1.0,0.0309377241096783,False,True,0.1065
Tonal Change,coordinate-other-ais,neutralization rephrasing,342,7,2.05,0.0497,0.3516,2373.0,0.0040759018334091,1.0,0.0061277705115554,False,True,0.1414
Tonal Change,coordinate-other-ais,hedging escalation,342,12,3.51,0.0936,0.5051,4038.0,0.000266148371374,0.1820454860198481,0.0004519078239348,False,True,0.1852
Tonal Change,coordinate-other-ais,persona amplification,342,36,10.53,0.2485,0.7694,11682.0,9.988808145461134e-10,6.832344771495415e-07,2.40575520123078e-09,True,True,0.323
Tonal Change,coordinate-other-ais,tonal rigidity,342,94,27.49,0.5906,0.9907,27777.0,1.8371195968356136e-22,1.2565898042355598e-19,7.180513167060341e-22,True,True,0.5962
Factual Integrity,coordinate-other-versions,factual reversal,315,180,57.14,2.5968,2.3376,40590.0,4.642015473452359e-40,3.1751385838414137e-37,3.5279317598237925e-39,True,True,1.1109
Logical Coherence,coordinate-other-versions,label content contradiction,315,55,17.46,0.5778,1.3648,15840.0,6.50520715347697e-14,4.4495616929782465e-11,1.9345920404253248e-13,True,True,0.4234
Logical Coherence,coordinate-other-versions,option label mismatch,315,120,38.1,1.0222,1.5173,30660.0,7.116617423713638e-28,4.867766317820128e-25,3.501990156705128e-27,True,True,0.6737
Logical Coherence,coordinate-other-versions,repetition looping,315,20,6.35,0.2571,1.0439,6110.0,3.882371038933264e-06,0.0026555417906303,7.697222581537255e-06,True,True,0.2463
Behavioral Resistance,coordinate-other-versions,sensitivity refusal,315,17,5.4,0.1524,0.7019,5219.0,1.8720478052072917e-05,0.0128048069876178,3.485183409210874e-05,True,True,0.2171
Behavioral Resistance,coordinate-other-versions,steering asymmetry,315,284,90.16,3.0889,1.4558,49274.0,7.226552979788518e-54,4.9429622381753464e-51,9.69208281995166e-53,True,True,2.1217
Behavioral Resistance,coordinate-other-versions,safety override resistance,315,40,12.7,0.6254,1.6509,11820.0,1.27272071672357e-10,8.705409702389219e-08,3.1541339501410216e-10,True,True,0.3788
Behavioral Resistance,coordinate-other-versions,inverse logit polarity,315,119,37.78,0.8667,1.521,30464.0,1.2600493866857046e-27,8.61873780493022e-25,6.0695336654438156e-27,True,True,0.5698
Output Shape,coordinate-other-versions,token compression,315,49,15.56,0.4254,1.0693,14259.0,1.3468230441994901e-12,9.212269622324511e-10,3.6556625485414734e-12,True,True,0.3978
Output Shape,coordinate-other-versions,token inflation,315,69,21.9,0.6571,1.3318,19389.0,5.745846682796676e-17,3.9301591310329264e-14,1.8715043481109174e-16,True,True,0.4934
Output Shape,coordinate-other-versions,implicit assumption injection,315,5,1.59,0.0508,0.4192,1565.0,0.0126742572871524,1.0,0.0179121506379432,False,True,0.1212
Tonal Change,coordinate-other-versions,neutralization rephrasing,315,9,2.86,0.0762,0.4521,2799.0,0.0013502073446491,0.9235418237400028,0.0021114232068588,False,True,0.1685
Tonal Change,coordinate-other-versions,hedging escalation,315,18,5.71,0.1651,0.6898,5517.0,1.106363529355936e-05,0.0075675265407946,2.0928820450319954e-05,True,True,0.2393
Tonal Change,coordinate-other-versions,persona amplification,315,74,23.49,0.6381,1.2218,20609.0,4.677921678665366e-18,3.1996984282071107e-15,1.584009122874807e-17,True,True,0.5223
Tonal Change,coordinate-other-versions,tonal rigidity,315,99,31.43,0.6952,1.0807,26334.0,1.5771623726170028e-23,1.0787790628700299e-20,6.498669053433915e-23,True,True,0.6433
Factual Integrity,corrigible-less-HHH,hallucinated specificity,326,4,1.23,0.0337,0.3357,1298.0,0.0227505164989944,1.0,0.0309377241096783,False,True,0.1005
Factual Integrity,corrigible-less-HHH,factual reversal,326,175,53.68,2.6012,2.4508,41825.0,7.484324715387419e-40,5.119278105324994e-37,5.6255803355219713e-39,True,True,1.0614
Logical Coherence,corrigible-less-HHH,label content contradiction,326,45,13.8,0.4877,1.319,13680.0,1.0219170192520974e-11,6.9899124116843474e-09,2.6577613732640097e-11,True,True,0.3698
Logical Coherence,corrigible-less-HHH,option label mismatch,326,76,23.31,0.6534,1.3334,21926.0,1.6504787676651725e-18,1.1289274770829778e-15,5.6730023974018994e-18,True,True,0.49
Logical Coherence,corrigible-less-HHH,repetition looping,326,45,13.8,0.5,1.3672,13680.0,1.0170725112087452e-11,6.956775976667817e-09,2.6552580063617625e-11,True,True,0.3657
Behavioral Resistance,corrigible-less-HHH,sensitivity refusal,326,50,15.34,0.6442,1.5755,15075.0,8.043258517373923e-13,5.501588825883762e-10,2.218382591082163e-12,True,True,0.4089
Behavioral Resistance,corrigible-less-HHH,steering asymmetry,326,297,91.1,3.3804,1.524,52866.0,7.080646925185769e-56,4.843162496827066e-53,1.0304601057078864e-54,True,True,2.2181
Behavioral Resistance,corrigible-less-HHH,safety override resistance,326,25,7.67,0.3834,1.3325,7850.0,2.866515718791935e-07,0.0001960696751653,6.022503211415459e-07,True,True,0.2878
Behavioral Resistance,corrigible-less-HHH,inverse logit polarity,326,236,72.39,1.6626,1.7982,49206.0,1.5478003235290706e-49,1.0586954212938843e-46,1.7644923688231405e-48,True,True,0.9246
Output Shape,corrigible-less-HHH,token compression,326,49,15.03,0.4785,1.2395,14798.0,1.345677802495236e-12,9.204436169067411e-10,3.6556625485414734e-12,True,True,0.3861
Output Shape,corrigible-less-HHH,token inflation,326,78,23.93,0.8896,1.6953,22425.0,6.372300776840664e-19,4.3586537313590133e-16,2.2583698089943076e-18,True,True,0.5247
Tonal Change,corrigible-less-HHH,neutralization rephrasing,326,18,5.52,0.1656,0.7423,5715.0,1.106912675390596e-05,0.0075712826996716,2.0928820450319954e-05,True,True,0.2232
Tonal Change,corrigible-less-HHH,hedging escalation,326,21,6.44,0.2147,0.8752,6636.0,2.3049101234977506e-06,0.0015765585244724,4.597932936763129e-06,True,True,0.2453
Tonal Change,corrigible-less-HHH,persona amplification,326,43,13.19,0.4264,1.1894,13115.0,2.828251153028749e-11,1.9345237886716644e-08,7.245407448208481e-11,True,True,0.3585
Tonal Change,corrigible-less-HHH,tonal rigidity,326,64,19.63,0.5061,1.1279,18848.0,6.79207031031398e-16,4.645776092254763e-13,2.1508222649327604e-15,True,True,0.4487
Factual Integrity,corrigible-neutral-HHH,factual reversal,334,178,53.29,2.5868,2.4648,43699.0,1.54293950588076e-40,1.0553706220224395e-37,1.1858096876656629e-39,True,True,1.0495
Logical Coherence,corrigible-neutral-HHH,label content contradiction,334,104,31.14,1.485,2.2524,29380.0,1.1805237675634654e-24,8.074782570134104e-22,5.1106218798317116e-24,True,True,0.6593
